Date_ymd,Recorder,Richness_ID,Density_ID,Rep,Biomass_Type,Species_ID,Individual_ID,Biomass_g,Bag_type,Comments
2023-07-22,JD,M2,D3,3,BM,CIAR,C03,0.0055,E,"Originally labelled as ""M2-D2-3"" (GX)"
2023-07-20,JD,M1,D2,A2,BM,CIAR,C02,0.0497,E,
2023-07-21,JD,M2,D3,5,AB,CIAR,C03,0.0039,E,
2023-07-21,JD,M2,D3,5,BM,MOFI,-,1.1114,S,
2023-07-20,JD,M1,D3,R3,AB,RUHI,-,4.7582,S,
2023-07-22,JD,M4,D3,4,AB,CIAR,C02,0.004,E,Individual 2 (JD)
2023-07-21,JD,M4,D2,4,AB,ANGE,-,1.2193,S,
2023-07-21,JD,M4,D3,4,BM,CIAR,C03,0.0056,E,Individual 3 (JD)
2023-07-21,JD,M4,D2,4,BM,ANGE,-,2.3573,S,
2023-07-21,JD,M4,D3,4,AB,CIAR,C03,0.0147,E,Individual 3 (JD)
2023-07-12,GX,M2,D1,1,BM,-,-,0.4774,E,"Unsorted root biomass, unable to tell the species (GX)"
2023-07-20,RC,M1,D2,A2,AB,CIAR,C03,1.1755,S,
2023-07-20,JD,M1,D2,A2,BM,CIAR,C03,0.1004,E,
2023-07-20,JD,M1,D2,A2,BM,CIAR,C04,0.0178,E,
2023-07-20,JD,M1,D2,A3,BM,CIAR,-,1.1297,E,Unsorted roots (JD)
2023-07-20,JD,M1,D2,A3,AB,CIAR,C01,0.2029,E,
2023-07-20,JD,M1,D2,A3,BM,CIAR,C01,0.0665,E,
2023-07-20,JD,M1,D2,A3,BM,CIAR,C02,0.0705,E,
2023-07-20,JD,M1,D2,A3,AB,CIAR,C02,0.171,E,
2023-07-20,JD,M1,D2,A3,BM,CIAR,C03,0.1136,E,
2023-07-20,JD,M1,D2,A3,AB,CIAR,C03,0.4049,E,
2023-07-20,JD,M1,D2,A3,BM,CIAR,C04,0.1055,E,
2023-07-20,JD,M1,D2,A3,AB,CIAR,C04,0.3613,E,
2023-07-20,JD,M1,D2,A3,AB,CIAR,C05,0.0923,E,
2023-07-20,JD,M1,D2,A3,BM,CIAR,C05,0.0325,E,
-,-,M1,D2,A3,AB,CIAR,C06,-,-,Triple-checked the envelopes; could be the bags (2024-04-19)
-,-,M1,D2,A3,BM,CIAR,C06,-,-,Triple-checked the envelopes; could be the bags (2024-04-19)
2023-07-20,JD,M1,D2,A3,BM,CIAR,C07,0.0989,E,
2023-07-20,JD,M1,D2,A3,AB,CIAR,C07,0.197,E,
2023-07-20,JD,M1,D2,A4,BM,CIAR,-,0.2849,E,Unsorted roots (JD)
2023-07-20,JD,M1,D2,A4,BM,CIAR,C01,0.031,E,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C01,0.0492,E,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C02,0.0257,E,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C02,0.076,E,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C03,0.0768,E,
2023-07-12,GX,M2,D1,1,BM,HEHE,-,0.0238,E,
2023-07-11,JD,M1,D1,M1,BM,CIAR,-,0.2779,E,Unsorted root biomass (JD)
2023-07-17,GX,M1,D2,R2,AB,RUHI,-,4.5135,S,
2023-07-11,RC,M1,D1,A5,BM,CIAR,-,2.4641,S,UNSORTED (RC)
2023-07-21,JD,M4,D2,1,AB,CIAR,C07,0.0056,E,Individual 7 (JD)
2023-07-11,JD,M1,D1,R3,AB,CIAR,C01,0.0051,E,Individual 1 (JD)
2023-07-11,RC,M1,D1,R2,BM,RUHI,-,2.9191,S,
2023-07-11,RC,M1,D1,A5,BM,ANGE,-,5.63,S,
2023-07-11,RC,M1,D1,R2,AB,RUHI,-,2.311,S,
2023-07-17,GX,M1,D1,A5,AB,ANGE,-,1.5738,S,
2023-07-11,JD,M1,D1,A5,AB,CIAR,C01,0.6239,E,
2023-07-21,JD,M4,D2,1,BM,CIAR,C07,0.0039,E,Individual 7 (JD)
2023-07-11,JD,M1,D1,R2,AB,CIAR,C01,0.6464,E,
2023-07-11,JD,M1,D1,R3,BM,CIAR,C01,0.0027,E,Individual 1 (JD)
2023-07-11,RC,M1,D1,M1,BM,MOFI,-,12.5771,S,
2023-07-11,RC,M1,D1,M1,AB,MOFI,-,4.4254,S,
2023-07-22,JD,M4,D3,1,AB,CIAR,C07,0.0027,E,Individual 7 (JD)
2023-07-11,RC,M1,D1,R2,BM,CIAR,C01,0.9038,S,
2023-07-11,JD,M1,D1,R3,AB,CIAR,C02,0.0149,E,Individual 2 (JD)
2023-07-11,JD,M1,D1,R3,BM,CIAR,C02,0.006,E,Individual 2 (JD)
2023-07-22,JD,M4,D3,1,BM,CIAR,C07,0.0002,E,Individual 7 (JD)
2023-07-10,RC,M1,D1,M3,BM,CIAR,-,1.515,S,UNSORTED (RC)
2023-07-11,RC,M1,D1,M1,BM,CIAR,C01,0.9765,S,
2023-07-11,JD,M1,D1,R3,BM,CIAR,C03,0.0057,E,Individual 3 (JD)
2023-07-10,RC,M1,D1,M3,BM,MOFI,-,8.676,S,
2023-07-11,JD,M1,D1,A5,BM,CIAR,C01,0.0039,E,
2023-07-10,RC,M1,D1,M3,AB,MOFI,-,2.645,S,
2023-07-11,RC,M1,D1,M1,AB,CIAR,C01,1.224,S,
2023-07-17,JD,M1,D2,R2,BM,CIAR,C01,0.0017,E,Individual 1 (JD)
2023-07-11,JD,M1,D1,A5,BM,CIAR,C01,0.3807,E,
2023-07-11,JD,M1,D1,M1,BM,CIAR,C02,0.0011,E,
2023-07-17,JD,M1,D2,R2,AB,CIAR,C01,0.0096,E,Individual 1 (JD)
2023-07-11,JD,M1,D1,M1,AB,CIAR,C02,0.0036,E,
2023-07-11,JD,M1,D1,M1,AB,CIAR,C03,0.4598,E,
2023-07-11,JD,M1,D1,M1,BM,CIAR,C03,0.5935,E,Double-checked physical samples and added it here (2024-04-15; GX)
2023-07-11,JD,M1,D1,M1,BM,CIAR,C04,0.0049,E,
2023-07-11,JD,M1,D1,M1,AB,CIAR,C04,0.0162,E,
2023-07-11,JD,M1,D1,M1,AB,CIAR,C05,0.0213,E,
2023-07-11,JD,M1,D1,M1,AB,CIAR,C06,0.0135,E,
2023-07-06,JD,M1,D1,A5,BM,CIAR,C02,0.0095,E,Double-checked physical samples and added it here (2024-04-15; GX)
2023-07-11,JD,M1,D1,A5,AB,CIAR,C02,0.0051,E,"May have had a typo where the original label was ""M1-D1-A5 C1 AB"""
2023-07-11,JD,M1,D1,A5,AB,CIAR,C03,0.0026,E,
2023-07-11,JD,M1,D1,A5,BM,CIAR,C03,0.002,E,
2023-07-11,JD,M1,D1,A5,AB,CIAR,C04,0.2628,E,
2023-07-11,JD,M1,D1,A5,BM,CIAR,C04,0.036,E,
2023-07-10,RC,M1,D1,M3,AB,CIAR,C01,1.0494,S,"Originally labelled as ""CI"" by RC but relabeled as ""C1"" by GX"
2023-07-18,RC,M1,D3,R2,AB,CIAR,C01,0.1418,E,
2023-07-27,JD,M4,D3,1,AB,CIAR,C08,0.0083,E,Individual 8 (JD)
2023-07-11,JD,M1,D1,A5,BM,CIAR,C05,0.2363,E,
2023-07-17,GX,M4,D1,1,AB,MOFI,-,0.7934,E,
2023-07-22,JD,M4,D3,1,BM,CIAR,C08,0.078,E,Individual 8 (JD)
2023-07-17,GX,M4,D1,1,AB,RUHI,-,0.5379,E,
2023-07-17,GX,M4,D1,1,BM,RUHI,-,0.4987,E,
2023-07-20,JD,M4,D1,2,AB,OEBI,-,2.7159,S,
2023-07-20,JD,M4,D1,2,BM,MOFI,-,0.775,S,
2023-07-12,RC,M1,-,C4,BM,CIAR,C01,6.7113,S,Added the sum of two sample bags (GX)
2023-07-12,RC,M1,-,C4,AB,CIAR,C01,1.9253,S,
-,-,M1,-,C4,AB,CIAR,C02,-,-,Missing sample? (2024-04-23; GX)
-,-,M1,-,C4,BM,CIAR,C02,-,-,Missing sample? (a minor concern since I will likely exclude root biomass from the analysis; 2024-04-23; GX)
2023-07-12,JD,M1,-,C4,AB,CIAR,C03,0.0248,E,
2023-07-12,JD,M1,-,C4,BM,CIAR,C03,0.0111,E,
2023-07-12,JD,M1,-,C4,AB,CIAR,C04,0.082,E,
-,-,M1,-,C4,BM,CIAR,C04,-,-,Missing sample? (a minor concern since I will likely exclude root biomass from the analysis; 2024-04-23; GX)
2023-07-12,JD,M1,-,C4,AB,CIAR,C05,0.0355,E,
2023-07-12,JD,M1,-,C4,BM,CIAR,C05,0.0103,E,
2023-07-12,JD,M1,-,C4,BM,CIAR,C06,1.9535,E,Added the sum of a sample bag and envelope
2023-07-12,RC,M1,-,C4,AB,CIAR,C06,0.8951,S,
2023-07-12,GX,M2,D1,1,AB,HEHE,-,0.0213,E,
2023-07-12,RC,M2,D1,1,AB,OEBI,-,5.4853,S,
2023-07-12,RC,M2,D1,1,BM,OEBI,-,2.3625,S,
2023-07-12,GX,M2,D1,1,AB,CIAR,C01,0.1105,E,
2023-07-12,GX,M2,D1,1,BM,CIAR,C01,0.0772,E,
2023-07-12,GX,M2,D1,1,AB,CIAR,C02,0.186,E,
2023-07-12,GX,M2,D1,1,BM,CIAR,C02,0.0332,E,
2023-07-12,GX,M2,D1,1,BM,CIAR,C03,0.0025,E,
2023-07-12,GX,M2,D1,1,AB,CIAR,C03,0.0029,E,
2023-07-12,GX,M2,D1,1,BM,CIAR,C04,0.094,E,
2023-07-12,GX,M2,D1,1,AB,CIAR,C04,0.2518,E,
2023-07-12,RC,M2,D1,1,AB,CIAR,C05,0.3728,S,
2023-07-12,GX,M2,D1,1,BM,CIAR,C05,0.5802,E,
2023-07-19,JD,M1,D3,M4,BM,CIAR,-,0.4344,E,Unsorted root biomass (JD)
2023-07-17,JD,M1,D3,H3,AB,CIAR,C01,0.1345,E,
2023-07-17,JD,M1,D3,H3,BM,CIAR,C01,0.049,E,
2023-07-17,JD,M1,D3,H3,BM,CIAR,C02,0.0335,E,
2023-07-17,RC,M1,D3,H3,AB,CIAR,C02,0.246,S,
2023-07-17,JD,M1,D3,H3,BM,CIAR,C03,0.0731,E,
2023-07-17,JD,M1,D3,H3,AB,CIAR,C03,0.0757,E,
2023-07-17,JD,M1,D3,H3,AB,CIAR,C04,0.0175,E,
2023-07-17,JD,M1,D3,H3,BM,CIAR,C04,0.0063,E,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C03,0.0484,E,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C04,0.0379,E,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C04,0.0535,E,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C05,0.0681,E,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C05,0.0425,E,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C06,0.1109,E,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C06,0.0287,E,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C07,0.0407,E,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C07,0.0327,E,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C08,0.1331,E,
-,-,M1,D2,A4,BM,CIAR,C08,-,-,"This sample was likely placed in the ""unsorted root biomass"" sample (2024-04-19)"
2023-07-20,JD,M1,D2,A4,AB,CIAR,C09,0.2519,E,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C09,0.0808,E,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C10,0.0479,E,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C10,0.0715,E,
2023-07-06,RC,M1,D3,H1,AB,HEHE,-,2.9129,S,
2023-07-06,RC,M1,D2,H1,AB,HEHE,-,0.7511,S,
2023-07-06,RC,M1,D3,H1,BM,HEHE,-,1.422,S,
2023-07-05,RC,M1,D1,H1,AB,HEHE,-,0.6721,S,
2023-07-05,RC,M1,D1,H1,BM,CIAR,-,0.285,S,UNSORTED BM (RC)
2023-07-06,RC,M1,D2,H2,AB,CIAR,C02,0.4584,S,
2023-07-06,RC,M1,D2,H2,AB,CIAR,C01,0.4421,S,
2023-07-06,RC,M1,D2,H2,BM,CIAR,C01,2.4279,S,
2023-07-06,RC,M1,D2,H2,BM,CIAR,C02,1.0453,S,
2023-07-17,JD,M1,D2,H3,AB,CIAR,C01,2.8489,S,Individual 1 (JD)
2023-07-17,RC,M1,D2,H3,BM,CIAR,C01,2.1838,S,
2023-07-17,JD,M1,D2,H3,BM,CIAR,C02,0.0397,E,Individual 2 (JD)
2023-07-17,RC,M1,D2,H3,AB,CIAR,C02,0.0141,E,
2023-07-17,RC,M1,D2,H3,BM,CIAR,C03,0.894,E,
2023-07-17,RC,M1,D2,H3,AB,CIAR,C03,0.0831,E,
2023-07-17,RC,M1,D2,H3,AB,CIAR,C04,0.069,E,
2023-07-12,GX,M2,D1,1,AB,CIAR,C06,0.0118,E,
2023-07-12,GX,M2,D1,2,BM,-,-,1.4526,E,"Unsorted root biomass, unable to tell the species (GX)"
2023-07-12,RC,M2,D1,2,AB,CIAR,C01,1.07,S,
2023-07-20,JD,M4,D1,2,AB,MOFI,-,0.731,S,
2023-07-20,JD,M4,D1,2,BM,CIAR,C01,0.0129,E,
2023-07-20,JD,M4,D1,2,AB,CIAR,C01,0.0332,E,
2023-07-21,JD,M4,D2,4,BM,MOFI,-,2.3621,S,
2023-07-22,JD,M2,D3,3,AB,CIAR,C04,0.0355,E,"Originally labelled as ""M2-D2-3"" (GX)"
2023-07-21,JD,M2,D2,3,BM,OEBI,-,3.6398,S,
2023-07-22,JD,M2,D2,3,BM,OEBI,-,1.5045,S,
2023-07-22,JD,M2,D2,3,AB,OEBI,-,2.7739,S,
-,-,M2,D3,3,BM,CIAR,C04,-,-,"This sample was likely placed into the ""unsorted root biomass"" bag (GX); Originally labelled as ""M2-D2-3"" (GX)"
2023-07-22,JD,M2,D3,3,AB,CIAR,C05,0.0773,E,"Originally labelled as ""M2-D2-3"" (GX)"
2023-07-21,JD,M2,D3,3,BM,CIAR,C05,0.024,E,"Originally labelled as ""M2-D2-3"" (GX)"
2023-07-22,JD,M2,D3,3,AB,CIAR,C06,0.0047,E,"Originally labelled as ""M2-D2-3"" (GX)"
2023-07-24,JD,M2,D3,3,BM,CIAR,C06,0.0032,E,"Originally labelled as ""M2-D2-3"" (GX)"
2023-07-25,JD,M2,D3,3,BM,CIAR,C07,0.0026,E,"Originally labelled as ""M2-D2-3"" (GX)"
2023-07-26,JD,M2,D3,3,AB,CIAR,C07,0.0029,E,"Originally labelled as ""M2-D2-3"" (GX)"
-,-,M1,D2,H3,BM,CIAR,C04,-,-,Double-checked the physical envelopes; likely a missing sample (but a minor concern since I will likely exclude root biomass; 2024-04-19)
2023-07-17,RC,M1,D2,H3,AB,CIAR,C05,0.2967,E,
2023-07-17,RC,M1,D2,H3,BM,CIAR,C05,0.3033,E,
2023-07-17,RC,M1,D2,H3,AB,CIAR,C06,0.0432,E,
2023-07-17,RC,M1,D2,H3,BM,CIAR,C06,0.0137,E,
2023-07-17,RC,M1,D2,H3,BM,CIAR,C07,0.0884,E,
2023-07-17,RC,M1,D2,H3,AB,CIAR,C07,0.0669,E,
2023-07-19,JD,M1,D3,M1,AB,CIAR,C01,0.1318,E,
2023-07-19,JD,M1,D3,M1,BM,CIAR,C01,0.0256,E,
2023-07-19,JD,M1,D3,M1,AB,CIAR,C02,0.141,E,
2023-07-19,JD,M1,D3,M1,BM,CIAR,C02,0.0301,E,
2023-07-19,JD,M1,D3,M1,AB,CIAR,C03,0.0132,E,
2023-07-19,JD,M1,D3,M1,BM,CIAR,C03,0.0063,E,
2023-07-19,JD,M1,D3,M1,BM,CIAR,-,0.2309,E,Unsorted root biomass (JD)
2023-07-19,JD,M1,D3,A4,AB,CIAR,C01,0.0078,E,Individual 1 (JD)
2023-07-19,JD,M1,D3,A4,BM,CIAR,C01,0.0056,E,Individual 1 (JD)
2023-07-19,JD,M1,D3,M3,BM,CIAR,C01,0.0098,E,
2023-07-19,JD,M1,D3,M3,AB,CIAR,C01,0.0883,E,
2023-07-19,JD,M1,D3,M3,AB,CIAR,C02,0.0731,E,
2023-07-19,JD,M1,D3,M3,BM,CIAR,C02,0.0098,E,Double-checked the physical envelopes and added it here (2024-04-22)
2023-07-19,JD,M1,D3,M3,AB,CIAR,C03,0.013,E,
2023-07-19,JD,M1,D3,M3,BM,CIAR,C03,0.0573,E,Double-checked the physical envelopes and added it here (2024-04-22)
2023-07-19,JD,M1,D3,M3,AB,CIAR,C04,0.0124,E,
2023-07-19,JD,M1,D3,M3,BM,CIAR,C04,0.0101,E,
2023-07-17,JD,M1,D3,H3,BM,CIAR,C05,0.0328,E,
2023-07-17,JD,M1,D3,H3,AB,CIAR,C05,0.1144,E,
2023-07-17,JD,M1,D3,H3,BM,CIAR,C06,0.0056,E,
2023-07-17,JD,M1,D3,H3,AB,CIAR,C06,0.0074,E,
2023-07-17,JD,M1,D3,H3,BM,CIAR,C07,0.0093,E,
2023-07-17,JD,M1,D2,H3,AB,CIAR,C08,0.0609,E,Individual 8 (JD)
2023-07-17,JD,M1,D2,H3,BM,CIAR,C08,0.0201,E,Individual 8 (JD)
2023-07-18,JD,M1,D2,H4,BM,CIAR,-,0.952,E,Unsorted root biomass (JD)
2023-07-19,JD,M1,D3,A1,AB,CIAR,C01,0.0675,E,
2023-07-19,JD,M1,D3,A1,BM,CIAR,C01,-,E,"This sample most likely got placed in the ""unsorted root biomass"" (GX)"
2023-07-19,JD,M1,D3,A1,AB,CIAR,C02,0.2768,E,
2023-07-19,JD,M1,D3,A1,BM,CIAR,C02,0.2475,E,
2023-07-19,JD,M1,D3,A1,BM,CIAR,C03,0.0063,E,
2023-07-19,JD,M1,D3,A1,AB,CIAR,C03,0.0109,E,
2023-07-19,JD,M1,D3,A1,AB,CIAR,C04,0.6465,S,
2023-07-19,JD,M1,D3,A1,BM,CIAR,C04,0.0771,E,
2023-07-19,JD,M1,D3,A1,BM,CIAR,C05,0.0057,E,
2023-07-19,JD,M1,D3,A1,AB,CIAR,C05,0.013,E,
2023-07-19,JD,M1,D3,A1,AB,CIAR,C06,0.0086,E,
2023-07-19,JD,M1,D3,A1,BM,CIAR,C06,0.0117,E,
2023-07-21,JD,M4,D3,4,BM,CIAR,C04,0.0029,E,Individual 4 (JD)
2023-07-21,JD,M4,D3,4,AB,CIAR,C04,0.0072,E,Individual 4 (JD)
2023-07-21,JD,M4,D3,4,BM,CIAR,C05,0.0002,E,Individual 5 (JD)
2023-07-21,JD,M4,D3,4,AB,CIAR,C05,0.0058,E,Individual 5 (JD)
2023-07-21,JD,M4,D3,4,BM,RUHI,-,0.0794,S,
2023-07-21,JD,M4,D2,4,AB,CIAR,C01,0.1859,E,
2023-07-20,JD,M4,D2,4,BM,CIAR,C01,0.0494,E,
2023-07-21,JD,M4,D2,4,BM,CIAR,C02,0.0212,E,
2023-07-21,JD,M4,D2,4,AB,CIAR,C02,0.1681,E,
2023-07-21,RC,M4,D2,4,AB,MOFI,-,2.7874,S,
2023-07-21,JD,M4,D2,4,AB,CIAR,C03,0.0075,E,
2023-07-21,JD,M4,D2,4,BM,CIAR,C03,0.0047,E,
2023-07-21,JD,M4,D2,5,BM,CIAR,-,0.1479,S,Unsorted root biomass (JD)
-,-,M4,D2,5,AB,CIAR,-,-,-,Missing sample? (2024-04-23; GX)
2023-07-21,JD,M4,D2,5,AB,HEHE,-,0.0182,S,
2023-07-21,JD,M4,D2,5,BM,HEHE,-,0.0192,S,
2023-07-21,JD,M4,D2,5,AB,MOFI,-,0.1977,S,
2023-07-21,JD,M4,D2,5,BM,MOFI,-,0.172,S,
2023-07-11,JD,M1,D1,R3,AB,CIAR,C03,0.0091,E,Individual 3 (JD)
2023-07-11,JD,M1,D1,R3,BM,CIAR,C04,0.0071,E,Individual 4 (JD)
2023-07-11,JD,M1,D1,R3,AB,CIAR,C04,0.0072,E,Individual 4 (JD)
2023-07-11,JD,M1,D1,R3,BM,CIAR,C05,0.0066,E,Individual 5 (JD)
2023-07-11,JD,M1,D1,R3,AB,CIAR,C05,0.0065,E,Individual 5 (JD)
2023-07-11,JD,M1,D1,R3,AB,CIAR,C06,0.0064,E,Individual 6 (JD)
2023-07-11,JD,M1,D1,R3,BM,CIAR,C06,0.0025,E,Individual 6 (JD)
2023-07-11,JD,M1,D1,R3,BM,CIAR,C07,0.0079,E,Individual 7 (JD)
2023-07-11,JD,M1,D1,R3,AB,CIAR,C07,0.0062,E,Individual 7 (JD)
-,-,M1,D1,M3,BM,CIAR,C01,-,-,"This sample was likely placed in the ""unsorted root biomass"" (2024-04-23; GX)"
2023-07-11,JD,M1,D1,M3,AB,CIAR,C02,0.2017,E,
2023-07-10,JD,M1,D1,M3,BM,CIAR,C02,0.0417,E,
2023-07-10,JD,M1,D1,M3,BM,CIAR,C03,0.1735,E,
2023-07-10,RC,M1,D1,M3,AB,CIAR,C03,0.7494,S,
2023-07-10,JD,M1,D1,M3,BM,CIAR,C04,0.0344,E,
2023-07-10,JD,M1,D1,M3,AB,CIAR,C04,0.1307,E,
2023-07-10,JD,M1,D1,M3,BM,CIAR,C05,0.1108,E,
2023-07-10,RC,M1,D1,O1,BM,OEBI,-,4.0815,S,
2023-07-10,JD,M1,D1,O1,AB,CIAR,C01,0.0214,E,
2023-07-10,JD,M1,D1,O1,BM,CIAR,C01,0.0192,E,
-,-,M1,D1,O1,AB,CIAR,C02,-,-,Triple checked the envelopes; could be the bags? (2024-04-19)
-,-,M1,D1,O1,BM,CIAR,C02,-,-,Triple checked the envelopes; could be the bags? (2024-04-19)
2023-07-10,JD,M1,D1,O1,BM,CIAR,C03,0.0465,E,
2023-07-10,JD,M1,D1,O3,BM,CIAR,-,0.2737,E,Unsorted root biomass (JD)
2023-07-10,JD,M1,D1,O3,AB,CIAR,C01,0.3531,E,Individual 1 (JD)
2023-07-10,JD,M1,D1,O3,BM,CIAR,C01,0.0766,E,Individual 1 (JD)
2023-07-10,JD,M1,D1,O3,BM,CIAR,C02,0.0089,E,Individual 2 (JD)
2023-07-10,JD,M1,D1,O3,AB,CIAR,C02,0.0123,E,Individual 2 (JD)
2023-07-10,JD,M1,D1,O3,AB,CIAR,C03,0.0291,E,Individual 3 (JD)
2023-07-10,JD,M1,D1,O3,BM,CIAR,C03,0.0088,E,Individual 3 (JD)
2023-07-10,JD,M1,D1,O3,AB,CIAR,C04,0.0122,E,Individual 4 (JD)
2023-07-10,JD,M1,D1,O3,BM,CIAR,C04,0.0061,E,Individual 4 (JD)
2023-07-10,JD,M1,D1,O3,BM,CIAR,C05,0.013,E,Individual 5 (JD)
2023-07-10,JD,M1,D1,O3,AB,CIAR,C05,0.2274,E,Individual 5. Identical label with aother sample. (JD). Added the sum of the two duplicate envelopes (GX)
2023-07-10,JD,M1,D1,O3,BM,CIAR,C06,0.0008,E,Individual 6 (JD)
2023-07-10,JD,M1,D1,O3,AB,CIAR,C06,0.0036,E,Individual 6 (JD)
2023-07-10,JD,M1,D1,O3,AB,CIAR,C07,0.2838,E,Individual 7 (JD)
2023-07-10,JD,M1,D1,O3,BM,CIAR,C07,0.0854,E,Individual 7 (JD)
2023-07-10,JD,M1,D1,O3,BM,CIAR,C08,0.0257,E,Individual 8 (JD)
2023-07-10,JD,M1,D1,O3,AB,CIAR,C08,0.1673,E,Individual 8 (JD)
2023-07-10,JD,M1,D3,H2,BM,CIAR,C01,0.2142,E,
2023-07-10,JD,M1,D3,H2,AB,CIAR,C01,0.3236,E,
2023-07-10,JD,M1,D3,H2,AB,CIAR,C02,0.1416,E,
2023-07-10,JD,M1,D3,H2,BM,CIAR,C02,0.027,E,
2023-07-10,JD,M1,D1,O4,AB,CIAR,C01,0.0286,E,Individual 1 (JD)
