Date_ymd,Recorder,Richness_ID,Density_ID,Rep,Biomass_Type,Species_ID,Individual_ID,Biomass_g,Bag_type,Comments,
2023-07-21,JD,M4,D3,4,BM,CIAR,C02,0.0012,E,Individual 2 (JD),
2023-07-21,JD,M2,D1,4,BM,MOFI,-,2.3479,S,"Possible typo where ""M1"" by JD is relabelled as ""M2"" by GX",
2023-07-23,JD,M4,D2,3,BM,CIAR,C08,0.0055,E,Individual 8 (JD),
2023-07-23,JD,M4,D2,3,AB,CIAR,C03,0.0079,E,Individual 3 (JD),
2023-07-19,GX,M1,D3,M3,AB,MOFI,-,3.0569,S,,
2023-07-21,JD,M2,D1,4,AB,MOFI,-,1.7636,S,"Possible typo where ""M1"" by JD is relabelled as ""M2"" by GX",
2023-07-21,JD,M2,D3,5,BM,CIAR,C03,0.0017,E,Individual 3 (JD),
2023-07-23,JD,M4,D2,3,BM,CIAR,C02,0.0059,E,Individual 2 (JD),
2023-07-23,JD,M4,D2,3,AB,CIAR,C02,0.0084,E,Individual 2 (JD),
2023-07-17,GX,M4,D1,1,AB,CIAR,C01,0.2919,E,,
2023-07-22,JD,M2,D2,3,AB,CIAR,C01,0.0609,E,Individual 1 (JD),
2023-07-22,JD,M2,D2,3,BM,CIAR,C01,0.0189,E,Individual 1 (JD),
2023-07-21,JD,M2,D3,5,BM,CIAR,C01,0.0025,E,Individual 1 (JD),
2023-07-23,JD,M4,D2,3,AB,CIAR,C07,0.011,E,Individual 7 (JD),
2023-07-21,JD,M2,D3,5,AB,CIAR,C01,0.0052,E,Individual 1 (JD),
2023-07-23,JD,M4,D2,3,BM,CIAR,C06,0.0073,E,Individual 6 (JD),
2023-07-22,JD,M2,D2,3,AB,CIAR,C02,0.1103,E,Individual 2 (JD),
2023-07-21,JD,M4,D3,4,BM,CIAR,C04,0.0029,E,Individual 4 (JD),
2023-07-22,JD,M2,D2,3,BM,CIAR,C02,0.0295,E,Individual 2 (JD),
2023-07-23,JD,M4,D2,3,BM,CIAR,-,0.18,E,Unsorted root biomass (JD),
2023-07-10,RC,M1,D1,O1,AB,OEBI,-,6.7902,S,,
2023-07-21,JD,M4,D2,4,BM,RUHI,-,0.8764,S,,
2023-07-21,JD,M2,D3,5,AB,CIAR,C03,0.0039,E,Individual 3 (JD),
2023-07-20,GX,M1,D3,R3,BM,RUHI,-,4.5576,S,,
2023-07-21,JD,M4,D2,4,AB,RUHI,-,0.7667,S,,
2023-07-21,JD,M4,D3,4,BM,CIAR,C05,0.0002,E,Individual 5 (JD),
2023-07-22,JD,M2,D2,3,AB,CIAR,C03,0.0301,E,Individual 3 (JD),
2023-07-20,JD,M1,D2,A2,AB,CIAR,C02,0.4677,E,,
2023-07-21,JD,M2,D3,5,BM,CIAR,C02,0.0192,E,Individual 2 (JD),
2023-07-21,JD,M2,D3,5,BM,MOFI,-,1.1114,S,,
2023-07-20,JD,M1,D3,R3,AB,RUHI,-,4.7582,S,,
2023-07-21,JD,M4,D3,4,BM,CIAR,C01,0.0002,E,Individual 1 (JD),
2023-07-22,JD,M2,D2,3,BM,CIAR,C03,0.0055,E,Individual 3 (JD),
2023-07-21,JD,M4,D2,4,AB,ANGE,-,1.2193,S,,
2023-07-21,JD,M4,D3,4,AB,CIAR,C01,0.0036,E,Individual 1 (JD),
2023-07-21,JD,M4,D2,4,BM,ANGE,-,2.3573,S,,
2023-07-21,JD,M4,D3,4,AB,CIAR,C05,0.0058,E,Individual 5 (JD),
2023-07-12,RC,M2,D1,1,AB,CIAR,C05,0.3728,S,,
2023-07-20,JD,M1,D2,A2,BM,CIAR,C04,0.0178,E,,
2023-07-20,JD,M1,D2,A2,BM,CIAR,C01,0.0939,E,,
2023-07-20,JD,M1,D2,A2,AB,CIAR,C04,0.0286,E,,
2023-07-20,JD,M1,D2,A3,AB,CIAR,C01,0.2029,E,,
2023-07-20,JD,M1,D2,A3,BM,CIAR,C01,0.0665,E,,
2023-07-20,JD,M1,D2,A3,BM,CIAR,C03,0.1136,E,,
2023-07-20,JD,M1,D2,A3,BM,CIAR,C07,0.0989,E,,
2023-07-20,JD,M1,D2,A3,BM,CIAR,C02,0.0705,E,,
2023-07-20,JD,M1,D2,A3,AB,CIAR,C07,0.197,E,,
2023-07-20,JD,M1,D2,A3,BM,CIAR,-,1.1297,E,Unsorted roots (JD),
2023-07-20,JD,M1,D2,A3,AB,CIAR,C05,0.0923,E,,
2023-07-20,JD,M1,D2,A3,BM,CIAR,C04,0.1055,E,,
2023-07-20,JD,M1,D2,A3,AB,CIAR,C03,0.4049,E,,
2023-07-20,JD,M1,D2,A3,AB,CIAR,C04,0.3613,E,,
2023-07-20,JD,M1,D2,A3,AB,CIAR,C02,0.171,E,,
2023-07-20,JD,M1,D2,A3,BM,CIAR,C05,0.0325,E,,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C10,0.0479,E,,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C10,0.0715,E,,
2023-07-20,JD,M1,D2,A4,BM,CIAR,-,0.2849,E,Unsorted roots (JD),
2023-07-20,JD,M1,D2,A4,BM,CIAR,C02,0.0257,E,,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C03,0.0768,E,,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C03,0.0484,E,,
2023-07-12,RC,M2,D1,1,AB,OEBI,-,5.4853,S,,
2023-07-11,JD,M1,D1,M1,BM,CIAR,C07,0.0182,E,Individual 7 (JD),
2023-07-11,JD,M1,D1,R2,AB,CIAR,C01,0.6464,E,Individual 1 (JD),
2023-07-11,JD,M1,D1,A5,BM,CIAR,C08,0.0043,E,Individual 8 (JD),
2023-07-17,GX,M4,D1,1,BM,CIAR,C01,0.2202,E,,
2023-07-11,JD,M1,D1,R3,AB,CIAR,C06,0.0064,E,Individual 6 (JD),
2023-07-11,JD,M1,D1,R2,AB,CIAR,C02,0.0241,E,Individual 2 (JD),
2023-07-11,JD,M1,D1,A5,AB,CIAR,C04,0.2628,E,Individual 4 (JD),
2023-07-11,JD,M1,D1,R2,BM,CIAR,C02,0.0222,E,Individual 2 (JD),
2023-07-11,JD,M1,D1,A5,AB,CIAR,C08,0.0061,E,Individual 8 (JD),
2023-07-11,JD,M1,D1,A5,BM,CIAR,C07,0.1752,E,Individual 7 (JD),
2023-07-17,GX,M4,D1,1,AB,CIAR,C02,0.0188,E,,
2023-07-11,JD,M1,D1,R2,BM,CIAR,C05,0.2166,E,Individual 5 (JD),
2023-07-11,JD,M1,D1,R3,BM,CIAR,C06,0.0025,E,Individual 6 (JD),
2023-07-11,JD,M1,D1,M1,BM,CIAR,C02,0.0011,E,Individual 2 (JD),
2023-07-11,JD,M1,D1,M1,AB,CIAR,C05,0.0213,E,Individual 5 (JD),
2023-07-17,GX,M4,D1,1,BM,CIAR,C03,0.1891,E,,
2023-07-11,JD,M1,D1,R2,BM,CIAR,C07,0.0329,E,Individual 7 (JD),
2023-07-11,JD,M1,D1,R3,AB,CIAR,C01,0.0051,E,Individual 1 (JD),
2023-07-11,JD,M1,D1,R2,AB,CIAR,C03,0.4384,E,Individual 4 (JD),
2023-07-11,JD,M1,D1,R3,BM,CIAR,C07,0.0079,E,Individual 7 (JD),
2023-07-17,GX,M4,D1,1,BM,CIAR,-,0.9352,E,unsorted (GX),
2023-07-10,JD,M1,D1,M3,AB,CIAR,C06,0.163,E,Individual 6 (JD),
2023-07-11,JD,M1,D1,M1,AB,CIAR,C07,0.0324,E,Individual 7 (JD),
2023-07-11,JD,M1,D1,R3,AB,CIAR,C07,0.0062,E,Individual 7 (JD),
2023-07-10,JD,M1,D1,M3,BM,CIAR,C06,0.0392,E,Individual 6 (JD),
2023-07-11,JD,M1,D1,A5,AB,CIAR,C01,0.6239,E,Individual 1 (JD),
2023-07-11,JD,M1,D1,M3,AB,CIAR,C02,0.2017,E,Individual 2 (JD),
2023-07-11,JD,M1,D1,M1,BM,CIAR,C08,0.0148,E,Individual 8 (JD),
2023-07-11,JD,M1,D1,R2,BM,CIAR,C06,0.0234,E,Individual 6 (JD),
2023-07-11,JD,M1,D1,A5,BM,CIAR,C01,0.0039,E,Individual 1 (JD),
2023-07-11,JD,M1,D1,A5,BM,CIAR,C05,0.2363,E,Individual 5 (JD),
2023-07-11,JD,M1,D1,M1,AB,CIAR,C03,0.4598,E,Individual 3 (JD),
2023-07-11,JD,M1,D1,R2,AB,CIAR,C07,0.0266,E,Individual 7 (JD),
2023-07-11,JD,M1,D1,M1,AB,CIAR,C03,0.5935,E,Individual 3 (JD),
2023-07-11,JD,M1,D1,M1,AB,CIAR,C06,0.0135,E,Individual 6 (JD),
2023-07-11,JD,M1,D1,M1,BM,CIAR,C04,0.0049,E,Individual 4 (JD),
2023-07-11,JD,M1,D1,M1,AB,CIAR,C08,0.0313,E,Individual 8 (JD),
2023-07-11,JD,M1,D1,M1,BM,CIAR,C06,0.0074,E,Individual 6 (JD),
2023-07-11,JD,M1,D1,M1,AB,CIAR,C02,0.0036,E,Individual 2 (JD),
2023-07-11,JD,M1,D1,M1,AB,CIAR,C04,0.0162,E,Individual 4 (JD),
2023-07-11,JD,M1,D1,M1,BM,CIAR,-,0.2779,E,Unsorted root biomass (JD),
2023-07-11,JD,M1,D1,A5,AB,CIAR,C03,0.0026,E,Individual 3 (JD),
2023-07-11,JD,M1,D1,A5,AB,CIAR,C01,0.0051,E,Individual 1 (JD),
2023-07-11,JD,M1,D1,A5,BM,CIAR,C03,0.002,E,Individual 3 (JD),
2023-07-11,JD,M1,D1,A5,AB,CIAR,C06,0.0207,E,Individual 6 (JD),
2023-07-11,JD,M1,D1,A5,BM,CIAR,C06,0.0183,E,Individual 6 (JD),
2023-07-11,JD,M1,D1,A5,BM,CIAR,C01,0.3807,E,Individual 1 (JD),
2023-07-10,JD,M1,D1,M3,BM,CIAR,C02,0.0417,E,Individual 2 (JD),
2023-07-11,JD,M1,D1,R2,AB,CIAR,C06,0.0339,E,Individual 6 (JD),
2023-07-17,GX,M4,D1,1,AB,CIAR,C04,0.1109,E,,
2023-07-11,JD,M1,D1,A5,BM,CIAR,C04,0.036,E,Individual 4 (JD),
2023-07-17,GX,M4,D1,1,AB,MOFI,-,0.7934,E,,
2023-07-17,GX,M4,D1,1,BM,CIAR,C04,0.0513,E,,
2023-07-17,GX,M4,D1,1,AB,RUHI,-,0.5379,E,,
2023-07-17,GX,M4,D1,1,BM,RUHI,-,0.4987,E,,
2023-07-20,JD,M4,D1,2,AB,OEBI,-,2.7159,S,,
2023-07-20,JD,M4,D1,2,BM,MOFI,-,0.7750,S,,
2023-07-12,JD,M1,-,C4,BM,CIAR,C09,0.0216,E,Individual 9 (JD),
2023-07-12,JD,M1,-,C4,AB,CIAR,C09,0.0272,E,Individual 9 (JD),
2023-07-12,JD,M1,-,C4,BM,CIAR,C06,0.3391,E,Individual 6 (JD),
2023-07-12,JD,M1,-,C4,AB,CIAR,C05,0.0355,E,Individual 5 (JD),
2023-07-12,JD,M1,-,C4,AB,CIAR,C03,0.0248,E,Individual 3 (JD),
2023-07-12,JD,M1,-,C4,BM,CIAR,C03,0.0111,E,Individual 3 (JD),
2023-07-12,JD,M1,-,C4,AB,CIAR,C04,0.082,E,Individual 4 (JD),
2023-07-12,JD,M1,-,C4,AB,CIAR,C10,0.0276,E,Individual 10 (JD),
2023-07-12,JD,M1,-,C4,BM,CIAR,C05,0.0103,E,Individual 5 (JD),
2023-07-12,JD,M1,-,C4,BM,CIAR,C10,0.0056,E,Individual 10 (JD),
2023-07-12,RC,M2,D1,1,BM,OEBI,-,2.3625,S,,
2023-07-12,GX,M2,D1,1,BM,-,-,0.4774,E,"Unsorted root biomass, unable to tell the species (GX)",
2023-07-12,GX,M2,D1,1,BM,HEHE,-,0.0238,E,,
2023-07-12,GX,M2,D1,1,AB,HEHE,-,0.0213,E,,
2023-07-12,GX,M2,D1,1,AB,CIAR,C06,0.0118,E,,
2023-07-12,GX,M2,D1,1,BM,CIAR,C05,0.5802,E,,
2023-07-12,GX,M2,D1,1,BM,CIAR,C04,0.0940,E,,
2023-07-12,GX,M2,D1,1,AB,CIAR,C04,0.2518,E,,
2023-07-12,GX,M2,D1,1,BM,CIAR,C03,0.0025,E,,
2023-07-12,GX,M2,D1,1,AB,CIAR,C03,0.0029,E,,
2023-07-12,GX,M2,D1,1,AB,CIAR,C02,0.1860,E,,
2023-07-12,GX,M2,D1,1,BM,CIAR,C02,0.0332,E,,
2023-07-12,GX,M2,D1,1,AB,CIAR,C01,0.1105,E,,
2023-07-19,JD,M1,D3,M4,BM,CIAR,-,0.4344,E,Unsorted root biomass (JD),
2023-07-17,JD,M1,D3,H3,AB,CIAR,C01,0.1345,E,Individual 1 (JD),
2023-07-17,JD,M1,D3,H3,BM,CIAR,C07,0.0093,E,Individual 7 (JD),
2023-07-17,JD,M1,D3,H3,BM,CIAR,C06,0.0056,E,Individual 6 (JD),
2023-07-17,JD,M1,D3,H3,AB,CIAR,C07,0.0269,E,Individual 7 (JD),
2023-07-17,JD,M1,D3,H3,BM,CIAR,C05,0.0328,E,Individual 5 (JD),
2023-07-17,JD,M1,D3,H3,AB,CIAR,C05,0.1144,E,Individual 5 (JD),
2023-07-17,JD,M1,D3,H3,BM,CIAR,C03,0.0731,E,Individual 3 (JD),
2023-07-17,JD,M1,D3,H3,AB,CIAR,C06,0.0074,E,Individual 6 (JD),
2023-07-20,JD,M1,D2,A4,BM,CIAR,C04,0.0379,E,,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C04,0.0535,E,,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C05,0.0681,E,,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C05,0.0425,E,,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C06,0.1109,E,,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C06,0.0287,E,,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C07,0.0407,E,,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C07,0.0327,E,,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C08,0.1331,E,,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C09,0.2519,E,,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C09,0.0808,E,,
2023-07-20,JD,M1,D2,A4,BM,CIAR,C01,0.031,E,,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C01,0.0492,E,,
2023-07-20,JD,M1,D2,A4,AB,CIAR,C02,0.076,E,,
2023-07-06,RC,M1,D2,H1,AB,CIAR,C03,0.625,S,,
2023-07-06,RC,M1,D2,H2,AB,CIAR,C02,0.4584,S,,
2023-07-06,RC,M1,D2,H2,AB,CIAR,C01,0.4421,S,,
2023-07-06,RC,M1,D2,H2,BM,CIAR,C01,2.4279,S,,
2023-07-06,RC,M1,D2,H2,BM,CIAR,C02,1.0453,S,,
2023-07-17,JD,M1,D2,H3,AB,CIAR,C01,2.8489,S,Individual 1 (JD),
2023-07-17,JD,M1,D2,H3,BM,CIAR,C02,0.0397,E,Individual 2 (JD),
2023-07-17,JD,M1,D2,H3,AB,CIAR,C08,0.0609,E,Individual 8 (JD),
2023-07-17,JD,M1,D2,H3,BM,CIAR,C08,0.0201,E,Individual 8 (JD),
2023-07-17,RC,M1,D2,H3,AB,CIAR,C06,0.0432,E,,
2023-07-17,RC,M1,D2,H3,BM,CIAR,C07,0.0884,E,,
2023-07-17,RC,M1,D2,H3,BM,CIAR,C06,0.0137,E,,
2023-07-12,GX,M2,D1,1,BM,CIAR,C01,0.0772,E,,
2023-07-12,JD,M2,D1,2,BM,RUHI,-,0.1975,E,,
2023-07-12,RC,M2,D1,2,AB,CIAR,C01,1.0700,S,,
2023-07-12,RC,M2,D1,2,AB,RUHI,-,1.0855,S,,
2023-07-12,RC,M2,D1,2,BM,OEBI,-,2.6860,S,"Originally labelled as ""OEB1"" but relabeled as ""OEBI"" by GX",
2023-07-12,RC,M2,D1,2,AB,OEBI,-,4.427,S,,
2023-07-20,JD,M4,D1,2,AB,MOFI,-,0.7310,S,,
2023-07-20,JD,M4,D1,2,BM,CIAR,C02,0.0227,E,,
2023-07-20,JD,M4,D1,2,AB,CIAR,C02,0.0289,E,,
2023-07-21,JD,M4,D2,4,BM,MOFI,-,2.3621,S,,
2023-07-22,JD,M2,D2,3,AB,CIAR,C04,0.0355,E,Individual 4 (JD),
2023-07-22,JD,M2,D2,3,AB,CIAR,C05,0.0171,E,Individual 5 (JD),
2023-07-21,JD,M2,D2,3,BM,CIAR,-,0.0264,E,Unsorted root biomass (JD),
2023-07-22,JD,M2,D2,3,AB,ANGE,-,2.6329,S,,
2023-07-22,JD,M2,D2,3,BM,ANGE,-,3.1471,S,,
2023-07-22,JD,M2,D2,3,AB,OEBI,-,2.7739,S,,
2023-07-21,JD,M2,D2,3,AB,CIAR,C01,0.0634,E,Individual 1 (JD),
2023-07-21,JD,M2,D2,3,AB,CIAR,C02,0.006,E,Individual 2 (JD),
2023-07-21,JD,M2,D2,3,AB,CIAR,C03,0.0097,E,Individual 3 (JD),
2023-07-21,JD,M2,D2,3,AB,CIAR,C04,0.0081,E,Individual 4 (JD),
2023-07-21,JD,M2,D2,3,AB,CIAR,C05,0.0602,E,Individual 5 (JD),
2023-07-21,JD,M2,D2,3,BM,CIAR,C05,0.024,E,Individual 5 (JD),
2023-07-17,RC,M1,D2,H3,AB,CIAR,C05,0.2967,E,,
2023-07-17,RC,M1,D2,H3,BM,CIAR,C05,0.3033,E,,
2023-07-17,RC,M1,D2,H3,BM,CIAR,C03,0.894,E,,
2023-07-17,RC,M1,D2,H3,AB,CIAR,C04,0.069,E,,
2023-07-17,RC,M1,D2,H3,AB,CIAR,C03,0.0831,E,,
2023-07-17,RC,M1,D2,H3,AB,CIAR,C02,0.0141,E,,
2023-07-19,JD,M1,D3,M1,AB,CIAR,C01,0.1318,E,Individual 1 (JD),
2023-07-19,JD,M1,D3,M1,BM,CIAR,C01,0.0256,E,Individual 1 (JD),
2023-07-19,JD,M1,D3,M1,AB,CIAR,C02,0.141,E,Individual 2 (JD),
2023-07-19,JD,M1,D3,M1,BM,CIAR,C02,0.0301,E,Individual 2 (JD),
2023-07-19,JD,M1,D3,M1,AB,CIAR,C03,0.0132,E,Individual 3 (JD),
2023-07-19,JD,M1,D3,M1,BM,CIAR,C03,0.0063,E,Individual 3 (JD),
2023-07-19,JD,M1,D3,M1,BM,CIAR,-,0.2309,E,Unsorted root biomass (JD),
2023-07-19,JD,M1,D3,A4,AB,CIAR,C01,0.0078,E,Individual 1 (JD),
2023-07-19,JD,M1,D3,A4,BM,CIAR,C01,0.0056,E,Individual 1 (JD),
2023-07-19,JD,M1,D3,M3,AB,CIAR,C04,0.0124,E,Individual 4 (JD),
2023-07-19,JD,M1,D3,M3,AB,CIAR,C03,0.013,E,Individual 3 (JD),
2023-07-19,JD,M1,D3,M3,AB,CIAR,C02,0.0731,E,Individual 2 (JD),
2023-07-19,JD,M1,D3,M3,BM,CIAR,C01,0.0098,E,Individual 1 (JD),
2023-07-19,JD,M1,D3,M3,AB,CIAR,C01,0.0883,E,Individual 1 (JD),
2023-07-19,JD,M1,D3,M3,BM,CIAR,C04,0.0101,E,Individual 4 (JD),
2023-07-17,JD,M1,D3,H3,BM,CIAR,C01,0.049,E,Individual 1 (JD),
2023-07-17,JD,M1,D3,H3,BM,CIAR,C02,0.0335,E,Individual 2 (JD),
2023-07-17,JD,M1,D3,H3,AB,CIAR,C03,0.0757,E,Individual 3 (JD),
2023-07-17,JD,M1,D3,H3,AB,CIAR,C04,0.0175,E,Individual 4 (JD),
2023-07-17,JD,M1,D3,H3,BM,CIAR,C04,0.0063,E,Individual 4 (JD),
2023-07-17,RC,M1,D2,H3,AB,CIAR,C07,0.0669,E,,
2023-07-17,RC,M1,D2,H3,BM,CIAR,C01,2.1838,S,,
2023-07-18,JD,M1,D2,H4,BM,CIAR,C03,1.0871,E,Individual 3 (JD),
2023-07-19,JD,M1,D3,A1,BM,CIAR,-,0.4157,E,Unsorted root biomass (JD),
2023-07-19,JD,M1,D3,A1,AB,CIAR,C01,0.0675,E,Individual 1 (JD),
2023-07-19,JD,M1,D3,A1,AB,CIAR,C02,0.2768,E,Individual 2 (JD),
2023-07-19,JD,M1,D3,A1,AB,CIAR,C06,0.0086,E,Individual 6 (JD),
2023-07-19,JD,M1,D3,A1,BM,CIAR,C06,0.0117,E,Individual 6 (JD),
2023-07-19,JD,M1,D3,A1,BM,CIAR,C05,0.0057,E,Individual 5 (JD),
2023-07-19,JD,M1,D3,A1,AB,CIAR,C05,0.013,E,Individual 5 (JD),
2023-07-19,JD,M1,D3,A1,BM,CIAR,C03,0.0063,E,Individual 3 (JD),
2023-07-19,JD,M1,D3,A1,AB,CIAR,C03,0.0109,E,Individual 3 (JD),
2023-07-19,JD,M1,D3,A1,BM,CIAR,C04,0.0771,E,Individual 4 (JD),
2023-07-19,JD,M1,D3,A1,BM,CIAR,C02,0.2475,E,Individual 2 (JD),
2023-07-22,JD,M4,D3,4,AB,CIAR,C02,0.004,E,Individual 2 (JD),
2023-07-21,JD,M4,D3,4,BM,CIAR,C03,0.0056,E,Individual 3 (JD),
2023-07-21,JD,M4,D3,4,AB,CIAR,C03,0.0147,E,Individual 3 (JD),
2023-07-21,JD,M4,D3,4,AB,CIAR,C04,0.0072,E,Individual 4 (JD),
2023-07-21,JD,M4,D3,4,BM,RUHI,-,0.0794,S,,
2023-07-21,JD,M4,D2,4,BM,CIAR,C02,0.0212,E,Individual 2 (JD),
2023-07-21,JD,M4,D2,4,AB,CIAR,C03,0.0075,E,Individual 3 (JD),
2023-07-21,JD,M4,D2,4,BM,CIAR,C03,0.0047,E,Individual 3 (JD),
2023-07-21,JD,M4,D2,4,AB,CIAR,C02,0.1681,E,Individual 2 (JD),
2023-07-21,RC,M4,D2,4,AB,MOFI,-,2.7874,S,,
2023-07-21,JD,M4,D2,4,AB,CIAR,C01,0.1859,E,,
2023-07-20,JD,M4,D2,4,BM,CIAR,C01,0.0494,E,,
2023-07-21,JD,M4,D2,5,BM,CIAR,-,0.1479,S,Unsorted root biomass (JD),
2023-07-21,JD,M4,D2,5,AB,HEHE,-,0.0182,S,,
2023-07-21,JD,M4,D2,5,BM,HEHE,-,0.0192,S,,
2023-07-21,JD,M4,D2,5,AB,MOFI,-,0.1977,S,,
2023-07-21,JD,M4,D2,5,BM,MOFI,-,0.1720,S,,
2023-07-11,JD,M1,D1,R3,BM,CIAR,C05,0.0066,E,Individual 5 (JD),
2023-07-11,JD,M1,D1,R3,AB,CIAR,C05,0.0065,E,Individual 5 (JD),
2023-07-11,JD,M1,D1,R3,BM,CIAR,C04,0.0071,E,Individual 4 (JD),
2023-07-11,JD,M1,D1,R3,AB,CIAR,C04,0.0072,E,Individual 4 (JD),
